,Soma_x,Soma_y,Soma_z,Manually_corrected_soma_region,Cortical_layer,Transgenic_line,Brain_id
17545_00145,5127.92,3845.2,3059.5,CP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00146,5035.27,3704.68,3181.8,CP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00147,4539.62,3363.55,3437.77,CP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00149,5368.38,3364,3196.5,CP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00150,5038.77,3650.27,2953.07,CP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00154,7056.4,3500.3,3699.05,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00155,5583.5,3421.43,2882.27,CP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00158,5081.02,2614.15,4342.83,CP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00159,5738.8,2525.52,3829.52,CP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00162,8024.6,4002.57,3655.82,MG,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00163,8358.3,3824.98,3420.6,MG,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00164,8575.6,4150.9,3119.27,MG,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00165,8427.15,4045.35,3147.62,MG,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00166,8385.03,3987.02,3114.57,MG,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00168,7198.85,3515.02,3370.95,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00169,7750.05,3686.4,3597.9,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00170,7713.92,3364.43,3562.48,LGd,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00172,7338.73,3737.93,3278.62,VPM,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00173,8040.92,3482.85,3102.57,LGd,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00174,7451.48,3049.88,3417.65,LGd,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00175,6397.25,4874.38,5400.12,SMT,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00176,7214.88,3045.2,4012.98,LP,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00177,5965.4,4247.48,5561.67,PVT,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00179,7910.45,3577.2,3296.65,LGd,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17545_00180,6429.55,5149.8,5398.52,RE,unknown,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545
17781_00001,4096.98,5563.05,3186.8,CLA,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_00002,4680,4914.05,2276.9,CLA,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_00003,3877.35,3681.02,3400.73,CLA,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_00004,5962.92,4721.23,2091.98,CLA,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_2184_x15071_y19950,2725.27,4139.58,3867.95,ORBl,5,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_2491_x13559_y38398,3055.15,3686.57,2681.88,GU,2/3,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_3668_x9453_y17266,5141.12,2383.32,3444.43,SSp-ul,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_3819_x16144_y41186,4849.23,4093.35,2241.15,SSs,6b,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_4095_x17570_y12460,5229.52,4704.83,2281.32,CLA,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_4710_x13766_y10574,6146.4,3581,1817.07,SSs,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_4874_x11466_y11924,6475.88,2902,2262.6,SSp-bfd,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_5166_x11993_y10858,6740.8,3051.1,1961.4,SSs,6b,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_5361_x17741_y11849,6683.83,4620.17,2287.18,SSs,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_5548_x15772_y8872,6939.85,4202.02,1397.4,VISC,5,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_5655_x10641_y11102,7145,2691.35,1956.9,SSs,6b,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_5894_x11460_y10079,7384.3,2953.62,1699.22,AUDp,6b,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6028_x9772_y42888,7432.45,2316.82,1831.22,SSs,5,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6202_x7633_y12296,7663.88,1947.55,1994.95,SSp-bfd,6b,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6228_x12697_y8412,7715.17,3335.43,1188.18,AUDp,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6262_x6896_y13574,7723.98,1754.5,2357.5,SSp-bfd,5,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6270_x9494_y43380,7726.77,2269.4,1579.5,AUDd,5,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6287_x8230_y11645,7782.2,2220.3,1807.43,SSs,6b,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6325_x14423_y8278,7847.95,3881.77,1150.75,TEa,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6355_x6443_y33777,8413.62,1222.1,4529.88,CA1,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6626_x22318_y13682,8223.25,6197.15,2788.55,PA,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6627_x22762_y14486,8269.3,6307.75,2943.52,COAp,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6643_x22317_y12822,8226.72,6174.48,2541.55,PA,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6802_x8324_y14113,8459.62,2413,2359.95,CA1,1,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6866_x8954_y41812,8496.3,2366.4,1836.03,VISl,6b,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_6881_x22248_y12698,8499.15,6115.65,2530.05,TR,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_7132_x8998_y15272,9408.15,1976.43,3621.45,POST,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17781_7281_x18241_y11406,9224.97,4799.75,2291.2,SUB,unknown,Gnb4-IRES2-CreERT2;Ai82;Ai140_339951-17781,17781
17782_00001,3687.05,4150.85,3113.65,CLA,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_00002,3823.57,4168.98,2880.73,CLA,5,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_00003,3719.68,3985.15,3124.92,CLA,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_00004,3763.15,4025.9,2962.58,CLA,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_00005,4327.52,4290.12,2564.38,CLA,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_00006,4298.38,4580.45,2664.62,CLA,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_3138_x32805_y18352,3718.82,4161.35,3128.62,AId,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_3253_x33739_y18314,3867.07,4173.6,2896.1,AId,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_3284_x11909_y16428,3815.32,3945.3,3185.78,MOp,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_3352_x11384_y16404,3882.4,3964.15,3051.47,MOp,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_3487_x11014_y17041,4019.5,4183.8,2947.28,AId,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_3651_x35286_y18512,4349.62,4288.5,2558.35,GU,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17782_3672_x34784_y19432,4318.58,4578.23,2670.12,AId,6a,Gnb4-IRES2-CreERT2;Ai82;Ai140_339952-17782,17782
17787_00004,5502.85,3236.88,970.7,SSp-bfd,unknown,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00007,6403.75,3384.75,2044.58,CP,6b,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00013,5464.58,3542.73,4112.08,CP,unknown,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00014,5120.62,3930.5,3705.5,CP,unknown,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00019,5041.75,3456.12,2570.8,CP,6b,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00026,6284.75,4411.12,1572.03,CP,6a,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00029,6247.65,4939.83,1728.08,CP,6a,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00048,4832.95,4597.55,2675.95,CP,unknown,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00049,4965.3,4626.5,2381.98,CP,unknown,Plxnd1-CreER;Ai166_351327-17787,17787
17787_00050,4953.38,4859.4,2560.55,CP,unknown,Plxnd1-CreER;Ai166_351327-17787,17787
17787_4521_x5172_y12873,5437.12,4442.27,1227.2,SSs,5,Plxnd1-CreER;Ai166_351327-17787,17787
17787_4690_x4440_y9176,5512.52,3231.43,967.6,SSs,2/3,Plxnd1-CreER;Ai166_351327-17787,17787
17787_7070_x12739_y1410,8550.25,611.125,3910.9,VISpm,2/3,Plxnd1-CreER;Ai166_351327-17787,17787
17788_3709_x6000_y8213,4446.33,2886.27,2324.1,SSp-m,4,Plxnd1-CreER;Ai166_351331-17788,17788
17788_4719_x3512_y9492,5693.77,3369.8,1400.03,SSs,4,Plxnd1-CreER;Ai166_351331-17788,17788
17788_5767_x16636_y3662,6975.98,1361.12,5502.88,RSPv,2/3,Plxnd1-CreER;Ai166_351331-17788,17788
18047_00003,4963.62,1404.9,4737.52,MOp,5,Fezf2-CreER;Ai166_358361-18047,18047
18047_00022,7012.2,1732.28,3260.73,fiber tracts,unknown,Fezf2-CreER;Ai166_358361-18047,18047
18047_00025,5432.6,2077.07,5242.15,ACAv,5,Fezf2-CreER;Ai166_358361-18047,18047
18047_00039,9330.88,3815.3,1657.03,CA1,unknown,Fezf2-CreER;Ai166_358361-18047,18047
18047_00047,2745.2,3090.4,5329.75,ORBm,5,Fezf2-CreER;Ai166_358361-18047,18047
18047_2443_x16061_y14812,2743.57,3071.8,5357,ORBm,5,Fezf2-CreER;Ai166_358361-18047,18047
18047_2622_x11862_y12983,3051.3,2495.25,4043.33,MOs,5,Fezf2-CreER;Ai166_358361-18047,18047
18047_3132_x24052_y12385,3664.23,2328.98,3686.7,MOs,5,Fezf2-CreER;Ai166_358361-18047,18047
18047_4141_x14168_y9063,4980.08,1358.07,4792.5,MOs,5,Fezf2-CreER;Ai166_358361-18047,18047
18047_4458_x18853_y10785,5416.48,2089.6,5211.08,ACAv,5,Fezf2-CreER;Ai166_358361-18047,18047
18047_5719_x25513_y7957,7014.33,1733.97,3260.43,fiber tracts,unknown,Fezf2-CreER;Ai166_358361-18047,18047
18047_7769_x31046_y13195,9339.33,3811.32,1624.95,ENTl,6a,Fezf2-CreER;Ai166_358361-18047,18047
182725_2241_x9113_y11193,2937.32,3042.32,3609.82,MOs,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_2376_x10033_y10786,3177.35,3457.93,3397.05,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_2390_x8944_y12077,2956.45,2971.73,3922.25,MOs,6a,Fezf2-CreER;Ai166_405429-182725,182725
182725_2581_x9375_y21137,2992.45,4074.05,3651.65,AIv,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_2917_x9391_y22263,3379.57,4235.77,3063.33,AId,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_3680_x13452_y7614,5045.08,4759.6,2040.25,GU,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_3762_x5563_y19178,4698.92,1949.05,4068.48,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_4080_x6576_y11407,5399.9,1535.32,4520.8,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_4160_x5717_y19181,5259.92,2060.65,4094.15,MOp,6a,Fezf2-CreER;Ai166_405429-182725,182725
182725_4290_x5671_y18488,5431.92,1953.43,4325.55,MOp,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_4390_x5078_y18459,5489.73,1631.12,4254,SSp-ll,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_5012_x5980_y10427,6552.12,1277.18,4355.02,SSp-ll,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_6819_x6109_y7853,8670.53,1163.35,3313.1,VISp,5,Fezf2-CreER;Ai166_405429-182725,182725
182725_7341_x4593_y22594,9056.5,2233.4,1862.4,VISli,5,Fezf2-CreER;Ai166_405429-182725,182725
18452_3926_x14445_y21337,4391.98,7196.4,4288.65,OT,unknown,Cux2-CreERT2;Ai166_374707-18452,18452
18452_4002_x10332_y17479,4941.4,5772.67,2941.52,unknown,unknown,Cux2-CreERT2;Ai166_374707-18452,18452
18452_4126_x15225_y20986,4663.9,7141.73,4555.17,OT,unknown,Cux2-CreERT2;Ai166_374707-18452,18452
18452_4272_x26686_y20064,5028.3,6630.95,3095.12,OT,unknown,Cux2-CreERT2;Ai166_374707-18452,18452
18452_4536_x11274_y21067,5553.52,7058.65,3169.23,OT,unknown,Cux2-CreERT2;Ai166_374707-18452,18452
18452_5511_x26566_y3403,6867.98,818.15,3396.25,SSp-tr,2/3,Cux2-CreERT2;Ai166_374707-18452,18452
18452_7249_x11408_y2071,9767.47,693.425,3659.02,VISp,2/3,Cux2-CreERT2;Ai166_374707-18452,18452
18453_1641_x24165_y10580,2337.43,2981.57,3553.25,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_1643_x24077_y11694,2307.07,3396.85,3553.52,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_1674_x14446_y9719,2176.25,2798.8,4442.48,FRP,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_1924_x22284_y8069,2831.85,1994.9,4329.52,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_2190_x23739_y8507,3293.48,2130.68,3862.25,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_2400_x15836_y7243,3328.18,1737.45,4907.55,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_2428_x13810_y8197,3312.98,2152.07,4285.08,MOs,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_2632_x11687_y8383,3434.1,2314.57,3556.08,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_2645_x28684_y11703,3710.3,3379.4,2203.93,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_2713_x27713_y9899,3961.57,2674.1,2610,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_2884_x12998_y7285,3894.02,1792.15,4023.15,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_2991_x13607_y7348,4078.5,1832.07,4228.98,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3021_x27493_y8943,4465.55,2270.07,2794.43,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3147_x16721_y20510,3833.73,6878.9,5335.1,OT,unknown,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3186_x12745_y7108,4284.23,1762.47,3936.77,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3218_x16785_y20581,3904.43,6908.73,5347.25,OT,unknown,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3225_x17398_y19713,3976.3,6561.85,5535.9,OT,unknown,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3316_x8214_y11076,4213.52,3665.23,2115.8,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3326_x29413_y10076,4709.3,2744.93,2172.77,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3350_x8925_y9653,4250.58,3080.75,2416.05,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3456_x24161_y6646,4955.9,1429.22,4009.68,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3471_x28224_y8289,5060.05,2027.95,2675.38,SSp-ul,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3492_x29357_y9198,4988.3,2399.05,2248.52,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3516_x21006_y6048,4847.85,1320.5,4946.95,MOs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3564_x30226_y9677,5001.55,2584.3,1948.25,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3579_x30397_y10103,4978.1,2747.23,1889.55,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3678_x8938_y8684,4676.7,2715.05,2422.5,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3690_x8282_y9898,4705.6,3232.52,2171.38,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3704_x10450_y7387,4796.95,2054.82,3070.5,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3766_x16118_y20931,4521.52,7170.33,5047.35,OT,unknown,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3767_x22604_y5643,5231.08,1136.62,4516.95,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3795_x13584_y5960,5084.35,1361.75,4159.7,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3796_x16246_y20830,4555.4,7132.42,5082.5,OT,unknown,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3810_x16082_y20891,4573.65,7163.52,5026.27,OT,unknown,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3841_x9500_y7920,4864.05,2210.62,2549.28,SSp-m,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3848_x19057_y7025,5231.65,1851.85,5580.08,ACAv,1,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3935_x22928_y21885,4940.27,7327.9,4018.68,OT,unknown,Cux2-CreERT2;Ai166_374712-18453,18453
18453_3945_x11262_y6434,5151,1638.57,3375.2,SSp-ul,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4067_x16924_y5288,5478.65,1146.55,5157.85,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4186_x30783_y11697,5678.77,3291.85,1922.8,SSs,,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4221_x16935_y5165,5673.33,1131.62,5152.98,MOp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4231_x30739_y8470,5891.77,2161.4,1903.97,SSp-n,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4283_x7543_y12923,5452.55,4474.35,2031.3,VISC,6a,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4283_x7739_y13735,5443.08,4793.23,2123.67,AIp,6a,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4345_x12044_y5189,5679.4,1193.97,3614.92,SSp-ul,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4386_x31552_y9254,6017.33,2432.98,1625.6,SSp-n,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4403_x30609_y7732,6139.48,1925.68,1991.6,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4496_x31014_y8304,6204.42,2129.98,1850.32,SSp-n,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4497_x29287_y7176,6248.58,1771.47,2550.3,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4540_x32498_y9442,6156.95,2484.73,1296.88,SSp-n,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4693_x33039_y11636,6256.08,3225.43,1138.7,SSs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4711_x14090_y3943,6251.02,724.075,4248.3,SSp-ll,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4725_x30684_y6703,6539.8,1593.43,2047.18,SSp-bfd,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4749_x31789_y8895,6477.15,2350.1,1594.38,SSp-n,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_4899_x10111_y5917,6204.17,1709.7,2948.15,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5033_x32118_y8975,6823.9,2423.07,1503.15,SSs,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5113_x9557_y5782,6440.4,1711.57,2732.35,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5228_x9833_y5221,6588.05,1498.82,2817,SSp-bfd,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5308_x10321_y5166,6682.98,1502.05,3006.1,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5317_x24548_y3717,7299.05,628.275,4273.55,VISam,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5318_x33682_y14092,6996.02,4046.48,1130.03,VISC,5,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5325_x32314_y8395,7224.67,2307.62,1452.22,SSs,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5343_x23330_y3366,7323.92,515.7,4599.55,RSPagl,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5436_x32746_y12751,7112.48,3495.25,1695.15,SSs,,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5459_x9646_y5477,6815.95,1688.93,2753.9,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5535_x29214_y5045,7537.17,1106.38,2823.57,SSp-bfd,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5578_x32997_y13060,7246.42,3632.07,1596.15,AUDv,6a,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5667_x25695_y3103,7798.27,402.475,3963.45,VISam,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5701_x28505_y4297,8493.6,3106.88,671.325,VISrl,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5766_x31719_y6139,7911.98,1616.53,1686.65,SSs,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5841_x19468_y3419,7939.85,731.975,5677.73,RSPv,1,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5862_x33046_y12305,7744.9,3602.23,1506.97,AUDv,6a,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5941_x24629_y3152,8127.12,533.525,4309.23,VISam,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_5995_x24812_y3143,8200.65,540.85,4259.95,VISam,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6040_x24821_y3042,8270.53,506.7,4257.77,VISam,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6053_x8032_y5933,7487.75,2008.78,2016.8,SSs,5,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6181_x10238_y3690,7812.8,1031.62,2849,VISrl,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6229_x34471_y10482,8494.65,3108.27,670.75,AUDv,1,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6316_x30559_y4743,8615.1,1184.22,2306.9,VISrl,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6477_x30376_y5078,8822.28,1390.3,2378.6,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6479_x9010_y4330,8089.55,1382.05,2321.08,VISal,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6500_x34303_y12884,8844.25,4007.48,743,TEa,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6537_x8725_y4484,8148.62,1471.45,2185.15,VISal,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6561_x9442_y3817,8239.75,1178.05,2472.58,VISrl,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6576_x22528_y4353,8886.9,1123.05,4908.88,RSPv,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6604_x9161_y4006,8278.03,1273.43,2342.67,VISrl,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6675_x10576_y3102,8460.3,885.35,2884.1,VISp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6675_x8876_y4461,8327.12,1494.25,2230.08,VISal,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6708_x6437_y7833,8283.45,2908.43,1382.5,AUDp,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6746_x8555_y4741,8402.47,1639.72,2082.58,VISl,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6748_x28152_y3578,9172.12,817.35,3252.7,VISp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6756_x7677_y5336,7773.88,985.025,2764.38,VISrl,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_6846_x11548_y2831,8769.12,822.3,3215.45,VISp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7007_x11486_y3611,9006.92,1238.68,3240.33,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7010_x8769_y4509,8784.78,1612.5,2123.53,VISp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7024_x9012_y4138,8828.17,1456.9,2216.85,VISp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7112_x9089_y4667,8962.7,1735.43,2276.05,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7132_x11495_y3152,9162.3,1054.62,3178.55,VISp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7132_x31679_y7308,9665.42,2407.98,1778.32,VISli,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7146_x8788_y4552,9004.97,1687.8,2118.4,VISp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7188_x11060_y3637,9218.92,1303.18,3047.3,VISp,4,Cux2-CreERT2;Ai166_374712-18453,18453
18453_7223_x30215_y5120,9784.95,1570.47,2441.2,VISp,2/3,Cux2-CreERT2;Ai166_374712-18453,18453
